old_idx,input_text_ar,target_text_ar,category,triples,data
33418,بيكويل بودنغ | المنطقة | ديربيشاير داليس && ديربيشاير داليس | قائد | باتريك ماك لاوغرين && بيكويل بودنغ | نوع من الطعام | بيكويل تورتة && بيكويل تورتة | المكون | كريمة اللوز.,تنشأ الحلوى الناشئة من الحلوى القائم على كريمة اللوز (أو Tart) من ديربيشاير داليس حيث Patrick Mcloglin هو قائد.,Food,4,train
33420,بيكويل بودنغ | المنطقة | ديربيشاير داليس && ديربيشاير داليس | قائد | باتريك ماك لاوغرين && بيكويل بودنغ | نوع من الطعام | بيكويل تورتة && بيكويل تورتة | المكون | مواد حافظة للفاكهة,يحتوي بيكويل تورتة على حافظات الفاكهة وهو تباين من بيكويل بودنغ من منطقة ديربيشاير داليس بقيادة باتريك ماك لاوغرين.,Food,4,train
33422,بيكويل بودنغ | المنطقة | ديربيشاير داليس && ديربيشاير داليس | قائد | باتريك ماك لاوغرين && بيكويل بودنغ | نوع من الطعام | بيكويل تورتة && بيكويل تورتة | المكون | معجنات قصيرة,مصنوع من Pakewell Tart من المعجنات المختصرة وهو اختلاف في بيكويل بودنغ. كلاهما من ديربيشاير داليس حيث Patrick Mcloglin هو قائد.,Food,4,train
33425,"بيكويل بودنغ | درجة حرارة التقديم | ""دافئ (خبز طازج) أو بارد"" && بيكويل بودنغ | وجبة | ""الحلوى"" && بيكويل بودنغ | المبتكر | ""روتلاند ارمس، بيكويل، عام 1820"" && بيكويل بودنغ | المكونات الرئيسية | ""اللوز المطحون، المربى، الزبدة، البيض""","بيكويل بودنغ هي الحلوى التي تم إنشاؤها في Arms روتلاند، بيكويل، في عام 1820. وهي مصنوعة من اللوز المطحون والمربى والزبدة والبيض ويمكن تقديمها دافئة (خبز طازج) أو بارد.",Food,4,train
33428,"باكسو | بلد | اندونيسيا && باكسو | المكونات الرئيسية | ""أرضية أرضية، Tapioca، Noodle، Rice الشعيرية، مرق البقر، Kailan، الكرفس، الخضروات المملحة، الكراث المقلي"" && طبق باكسو | المنطقة | ""على الصعيد الوطني في إندونيسيا، شعبية أيضا في دول جنوب شرق آسيا المجاورة"" && باكسو | المكون | كرفس","تحظى باكسو بشعبية في المنطقة الإندونيسية وأيضا في دول جنوب شرق آسيا المجاورة ومكوناتها هي لحوم البقر المقري، Tapioca، المعكرونة، فيرميكيلي الأرز مرق البقري، كايلان، الكرفس، الخضروات المملحة والكراث المقلي.",Food,4,train
33431,"باكسو | المكون | نودل && باكسو | بلد | اندونيسيا && باكسو | المكونات الرئيسية | ""أرضية أرضية، Tapioca، Noodle، Rice الشعيرية، مرق البقر، Kailan، الكرفس، الخضروات المملحة، الكراث المقلي"" && طبق باكسو | المنطقة | ""على الصعيد الوطني في إندونيسيا، شعبية أيضا في دول جنوب شرق آسيا المجاورة""","طبق باكسو هي طبق تقليدي في جميع أنحاء إندونيسيا بأكملها، بلدها الأصلي، وشعبت في دول جنوب شرق آسيا المجاورة أيضا، مكوناتها هي لحم البقر المقري، Tapioca، المعكرونة، فيرميكيلي الأرز ومرق البقر، كايلان، الكرفس، الخضروات المملحة، و الكراث المقلي. يحتوي أيضا على المعكرونة.",Food,4,train
33434,"باكسو | المنطقة | اندونيسيا && باكسو | بلد | اندونيسيا && باكسو | المكونات الرئيسية | ""أرضية أرضية، Tapioca، Noodle، Rice الشعيرية، مرق البقر، Kailan، الكرفس، الخضروات المملحة، الكراث المقلي"" && طبق باكسو | المكون | كرفس","باكسو طبق غذائي من بلد إندونيسيا. وهي مصنوعة من لحم البقر المقري، Tapioca، المعكرونة، فيرميكيلي أرز، مرق البقر، كايلان، الكرفس، الخضروات المملحة، الكراث المقلي.",Food,4,train
33437,"باكسو | المنطقة | اندونيسيا && باكسو | المكون | نودل && باكسو | المكونات الرئيسية | ""أرضية أرضية، Tapioca، Noodle، Rice الشعيرية، مرق البقر، Kailan، الكرفس، الخضروات المملحة، الكراث المقلي"" && طبق باكسو | بلد | المطبخ الصيني","طبق باكسو هو طبق من المطبخ الصيني الموجود في إندونيسيا. المكونات الرئيسية من باكسو هي لحوم البقر المقري، Tapioca، المعكرونة، فيرميكيلي الأرز مرق البقر، كايلان، الكرفس، الخضروات المملحة والكراث المقلي.",Food,4,train
33439,"باكسو | المنطقة | اندونيسيا && باكسو | المكون | Tapioca && طبق باكسو | بلد | اندونيسيا && باكسو | المكونات الرئيسية | ""أرضية أرضية، تابيوكا، المعكرونة، فيرميكيلي الأرز، مرق البقر، كايلان، الكرفس، الخضروات المملحة، الكراث المقلي""","باكسو هو طعام موجود في إندونيسيا. ويشمل لحم البقر المطحون، Tapioca، المعكرونة، فيرميكيلي الأرز مرق البقر، قايلان، الكرفس، الخضروات المملحة والكراث المقلي.",Food,4,train
33442,"باكسو | المنطقة | اندونيسيا && باكسو | المكون | Tapioca && طبق باكسو | المكونات الرئيسية | ""أرضية أرضية، Tapioca، Noodle، Rice الشعيرية، مرق البقر، Kailan، الكرفس، الخضروات المملحة، الكراث المقلي"" && طبق باكسو | بلد | المطبخ الصيني","باكسو موجود في إندونيسيا والصين. المكونات الرئيسية من باكسو هي لحوم البقر المقري، Tapioca، المعكرونة، فيرميكيلي الأرز مرق البقر، كايلان، الكرفس، الخضروات المملحة والكراث المقلي.",Food,4,train
33444,"باكسو | المنطقة | اندونيسيا && باكسو | المكونات الرئيسية | ""أرضية أرضية، Tapioca، Noodle، Rice الشعيرية، مرق البقر، Kailan، الكرفس، الخضروات المملحة، الكراث المقلي"" && طبق باكسو | بلد | المطبخ الصيني && طبق باكسو | المكون | كرفس","طبق باكسو عبارة عن طبق من الأطباق الصينية الموجودة في إندونيسيا وتشمل المكونات لحم البقر المقري، Tapioca، المعكرونة، فيرميكيلي أرز مرق البقر، قايلان، الكرفس، الخضروات المملحة، الكراث المقلي.",Food,4,train
33445,"باكسو | المنطقة | اندونيسيا && باكسو | المكونات الرئيسية | ""أرضية أرضية، Tapioca، Noodle، Rice الشعيرية، مرق البقر، Kailan، الكرفس، الخضروات المملحة، الكراث المقلي"" && طبق باكسو | بلد | المطبخ الصيني && طبق باكسو | المكون | الشعيرية.","مصنوع من طبق باكسو في الصين ويوجد في إندونيسيا. المكونات الرئيسية هي لحم البقر المقري، Tapioca، المعكرونة، فيرميكيلي أرز، مرق البقر، قايلان، الكرفس، الخضروات المملحة، والكراث المقلي.",Food,4,train
33446,"باكسو | المنطقة | اندونيسيا && باكسو | المكونات الرئيسية | ""أرضية أرضية، Tapioca، Noodle، Rice الشعيرية، مرق البقر، Kailan، الكرفس، الخضروات المملحة، الكراث المقلي"" && طبق باكسو | بلد | اندونيسيا && باكسو | المكون | الشعيرية.","وجدت في، ومن، إندونيسيا هي صحن باكسو. المكونات الرئيسية التي هي لحم البقر المقري، Tapioca، المعكرونة، فيرميكيلي الأرز ومرق البقر والكايلان والكرفس والخضروات المملحة والكراث المقلية.",Food,4,train
33449,بانديجا بايزا | المكون | الأفوكادو && صينية البيزا | بلد | المطبخ الكولومبي والأفوكادو | الأسرة | لوراكيا && صينية البيزا | المنطقة | إدارة أنتيوكيا,"يقع الطبق الكولومبي، صينية البيزا، من منطقة إدارة أنتيوكيا، ويشمل الأفوكادو وهو جزء من عائلة Lauraceae.",Food,4,train
33452,بانديجا بايزا | المكون | الأفوكادو && صينية البيزا | بلد | المطبخ الكولومبي والأفوكادو | الأسرة | لوراكيا && صينية البيزا | المنطقة | منطقة بايزا,المطبخ الكولومبي النموذجي هو صينية البيزا الذي يعد الأفوكادو عنصر واحد. ينتمي نبات الأفوكادو إلى عائلة Lauraceae بينما صينية البيزا من منطقة بايزا.,Food,4,train
33454,"بانديجا بايزا | المكون | الأفوكادو && صينية البيزا | المكونات الرئيسية | ""الفاصوليا الحمراء، بطن لحم الخنزير، الأرز الأبيض، اللحم المفروم، تشيتشارون، البيض المقلي، موز الجنة، نقانق شوريزو، الأريبا، صلصة هوجاو، بودنغ الأسود، الأفوكادو والليمون"" && صينية البيزا | المنطقة | إدارة أنتيوكيا && صينية البيزا | بلد | المطبخ الكولومبي","صينية البيزا هي طبق كولومبي يأتي من منطقة إدارة أنتيوكيا. أنه يحتوي على الفاصوليا الحمراء، بطن لحم الخنزير، الأرز الأبيض، اللحم المفروم، تشيتشارون، بيضة مقلي. موز الجنة، نقانق شوريزو، الأريبا، صلصة هوجاو، بودنغ سوداء (Morcilla)، الأفوكادو والليمون.",Food,4,train
33456,"بانديجا بايزا | المكون | الأفوكادو && صينية البيزا | المكونات الرئيسية | ""الفاصوليا الحمراء، بطن لحم الخنزير، الأرز الأبيض، اللحم المفروم، تشيتشارون، البيض المقلي، موز الجنة، نقانق شوريزو، الأريبا، صلصة هوجاو، بودنغ الأسود، الأفوكادو والليمون"" && صينية البيزا | المنطقة | منطقة بايزا && صينية البيزا | بلد | المطبخ الكولومبي","بانديجا بايزا هي من منطقة بايزا وجزء من المطبخ الكولومبي. المكونات الرئيسية ل صينية البيزا هي: الفاصوليا الحمراء، بطن لحم الخنزير، الأرز الأبيض، اللحم المفروم، تشيتشارون، البيض المقلي، موز الجنة، نقانق شوريزو، الأريبا، صلصة هوجاو، بودنغ الأسود، الأفوكادو والليمون "".",Food,4,train
33458,"بانديجا بايزا | المكون | طهي بلانينز && صينية البيزا | المكونات الرئيسية | ""الفاصوليا الحمراء، بطن لحم الخنزير، الأرز الأبيض، اللحم المفروم، تشيتشارون، البيض المقلي، موز الجنة، نقانق شوريزو، الأريبا، صلصة هوجاو، بودنغ الأسود، الأفوكادو والليمون"" && صينية البيزا | المنطقة | منطقة بايزا && صينية البيزا | بلد | المطبخ الكولومبي","ينشأ بانديجا بايزا من منطقة بايزا وجزء من المطبخ الكولومبي. المكونات الرئيسية من الطعام هي الفاصوليا الحمراء، بطن لحم الخنزير، الأرز الأبيض، اللحم المفروم، تشيتشارون، البيض المقلي، موز الجنة، نقانق شوريزو، arepa، صلصة هوجاو، بودنغ الأسود، الأفوكادو والليمون.",Food,4,train
33461,"بانديجا بايزا | المكون | البيض المقلي & صينية البيزا | المكونات الرئيسية | ""الفاصوليا الحمراء، بطن لحم الخنزير، الأرز الأبيض، اللحم المفروم، تشيتشارون، البيض المقلي، موز الجنة، نقانق شوريزو، الأريبا، صلصة هوجاو، بودنغ الأسود، الأفوكادو والليمون"" && صينية البيزا | المنطقة | إدارة أنتيوكيا && صينية البيزا | بلد | المطبخ الكولومبي","يعد صينية البيزا مأكولات كولومبية نموذجية من منطقة إدارة أنتيوكيا. المكونات الرئيسية هي الفاصوليا الحمراء، بطن لحم الخنزير، الأرز الأبيض، اللحم المفروم، تشيتشارون، البيض المقلي، موز الجنة، نقانق شوريزو، الأريبا، صلصة هوجاو، بودنغ الأسود، الأفوكادو والليمون.",Food,4,train
33462,"بانديجا بايزا | المكون | اللحم المفروم && صينية البيزا | المكونات الرئيسية | ""الفاصوليا الحمراء، بطن لحم الخنزير، الأرز الأبيض، اللحم المفروم، تشيتشارون، البيض المقلي، موز الجنة، نقانق شوريزو، الأريبا، صلصة هوجاو، بودنغ الأسود، الأفوكادو والليمون"" && صينية البيزا | المنطقة | منطقة بايزا && صينية البيزا | بلد | المطبخ الكولومبي","يعد صينية البيزا، وهو طبق يحتوي على اللحم المفروم، جزءا من المأكولات الكولومبية ومن منطقة بايزا. المكونات الرئيسية هي الفاصوليا الحمراء، بطن لحم الخنزير، الأرز الأبيض، اللحم المفروم، تشيتشارون، البيض المقلي، موز الجنة، نقانق شوريزو، الأريبا، صلصة هوجاو، بودنغ الأسود، الأفوكادو والليمون.",Food,4,train
33465,بانديجا بايزا | المكون | قسم الليمون && Antioquia | بلد | كولومبيا && الليمون | الأسرة | فصيلة السذابية && صينية البيزا | المنطقة | إدارة أنتيوكيا,"الليمون، جزء من عائلة فصيلة السذابية، هو عنصر في صينية البيزا، وهو طبق من منطقة إدارة أنتيوكيا في كولومبيا.",Food,4,train
33468,بانديجا بايزا | المكون | قسم الليمون && Antioquia | بلد | كولومبيا && الليمون | جنس | الحمضيات && صينية البيزا | المنطقة | إدارة أنتيوكيا,"صينية البيزا يأتي من منطقة إدارة أنتيوكيا في كولومبيا. يحتوي طبق الطبق على الليمون، وهو ثمرة من عائلة الحمضيات.",Food,4,train
33471,"بانديجا بايزا | المكون | ليمون && صينية البيزا | المكونات الرئيسية | ""الفاصوليا الحمراء، بطن لحم الخنزير، الأرز الأبيض، اللحم المفروم، تشيتشارون، البيض المقلي، موز الجنة، نقانق شوريزو، الأريبا، صلصة هوجاو، بودنغ الأسود، الأفوكادو والليمون"" && صينية البيزا | المنطقة | إدارة أنتيوكيا && صينية البيزا | بلد | المطبخ الكولومبي","يوجد بانديجا بايزا فيإدارة أنتيوكيا في كولومبيا. المكونات الرئيسية من صينية البيزا هي الفاصوليا الحمراء، بطن لحم الخنزير، الأرز الأبيض، اللحم المفروم، تشيتشارون، البيض المقلي، موز الجنة، نقانق شوريزو، الأريبا، صلصة هوجاو، بودنغ سوداء (Morcilla)، الأفوكادو والليمون.",Food,4,train
33474,"بانديجا بايزا | المكون | ليمون && صينية البيزا | المكونات الرئيسية | ""الفاصوليا الحمراء، بطن لحم الخنزير، الأرز الأبيض، اللحم المفروم، تشيتشارون، البيض المقلي، موز الجنة، نقانق شوريزو، الأريبا، صلصة هوجاو، بودنغ الأسود، الأفوكادو والليمون"" && صينية البيزا | المنطقة | منطقة بايزا && صينية البيزا | بلد | المطبخ الكولومبي","صينية البيزا يأتي من منطقة بايزا وجزء من المطبخ الكولومبي. المكونات الرئيسية للطعام هي: الفاصوليا الحمراء، بطن لحم الخنزير، الأرز الأبيض، اللحم المفروم، تشيتشارون، البيض المقلي، موز الجنة، نقانق شوريزو، الأريبا، صلصة هوجاو، بودنغ الأسود، الأفوكادو والليمون.",Food,4,train
33477,بانديجا بايزا | المكون | الليمون && الليمون | الأسرة | فصيلة السذابية && صينية البيزا | بلد | المطبخ الكولومبي && صينية البيزا | المنطقة | إدارة أنتيوكيا,"الليمون (جزء من عائلة فصيلة السذابية.) عنصر في بانديجا بايزا، وهو طبق من إدارة أنتيوكيا في كولومبيا.",Food,4,train
33480,بانديجا بايزا | المكون | الليمون && الليمون | الأسرة | فصيلة السذابية && صينية البيزا | بلد | المطبخ الكولومبي && صينية البيزا | المنطقة | منطقة بايزا,يقع صينية البيزا من منطقة بايزا وهو مأكولات كولومبية نموذجية. الليمون هو عنصر في بانديجا بايزا. الليمون ينتمي إلى عائلة فصيلة السذابية.,Food,4,train
33483,"بانديجا بايزا | المكونات الرئيسية | ""الفاصوليا الحمراء، بطن لحم الخنزير، الأرز الأبيض، اللحم المفروم، تشيتشارون، البيض المقلي، موز الجنة، نقانق شوريزو، الأريبا، صلصة هوجاو، بودنغ الأسود، الأفوكادو والليمون"" && صينية البيزا | المكون | تشيتشارون && صينية البيزا | المنطقة | إدارة أنتيوكيا && صينية البيزا | بلد | المطبخ الكولومبي","تم العثور على بانديجا بايزا فيإدارة أنتيوكيا في كولومبيا. المكونات الرئيسية هي الفاصوليا الحمراء، بطن لحم الخنزير، الأرز الأبيض، اللحم المفروم، تشيتشارون، البيض المقلي، موز الجنة، نقانق شوريزو، الأريبا، صلصة هوجاو، بودنغ الأسود، الأفوكادو والليمون.",Food,4,train
33486,"بانديجا بايزا | المكونات الرئيسية | ""الفاصوليا الحمراء، بطن لحم الخنزير، الأرز الأبيض، اللحم المفروم، تشيتشارون، البيض المقلي، موز الجنة، نقانق شوريزو، الأريبا، صلصة هوجاو، بودنغ الأسود، الأفوكادو والليمون"" && صينية البيزا | المنطقة | إدارة أنتيوكيا && صينية البيزا | بلد | المطبخ الكولومبي && صينية البيزا | المكون | هوجاو","المكونات الرئيسية من صينية البيزا هي الفاصوليا الحمراء، بطن لحم الخنزير، الأرز الأبيض، اللحم المفروم، تشيتشارون، البيض المقلي، موز الجنة، نقانق شوريزو، الأريبا، صلصة هوجاو، بودنغ سوداء (Morcilla)، الأفوكادو والليمون. الطبق جزء من المأكولات الكولومبية ويأتي من إدارة أنتيوكيا.",Food,4,train
33488,"بانديجا بايزا | المكونات الرئيسية | ""الفاصوليا الحمراء، بطن لحم الخنزير، الأرز الأبيض، اللحم المفروم، تشيتشارون، البيض المقلي، موز الجنة، نقانق شوريزو، الأريبا، صلصة هوجاو، بودنغ الأسود، الأفوكادو والليمون"" && صينية البيزا | المنطقة | منطقة بايزا && صينية البيزا | بلد | المطبخ الكولومبي && صينية البيزا | المكون | لحم الخنزير البطن","بانديجا بايزا من منطقة بايزا. إنه مطبخ كولومبي نموذجي. المكونات الرئيسية من صينية البيزا هي الفاصوليا الحمراء، بطن لحم الخنزير، الأرز الأبيض، اللحم المفروم، تشيتشارون، البيض المقلي، موز الجنة، نقانق شوريزو، الأريبا، صلصة هوجاو، بودنغ سوداء (Morcilla)، الأفوكادو والليمون.",Food,4,train
33491,"بانديجا بايزا | المكونات الرئيسية | ""الفاصوليا الحمراء، بطن لحم الخنزير، الأرز الأبيض، اللحم المفروم، تشيتشارون، البيض المقلي، موز الجنة، نقانق شوريزو، الأريبا، صلصة هوجاو، بودنغ الأسود، الأفوكادو والليمون"" && صينية البيزا | المنطقة | منطقة بايزا && صينية البيزا | المكون | تشيتشارون && صينية البيزا | بلد | المطبخ الكولومبي","الصحن الكولومبي، بانديجا بايزا، ينشأ من منطقة بايزا. تشمل مكوناتها الرئيسية الفاصوليا الحمراء، بطن لحم الخنزير، الأرز الأبيض، اللحم المفروم، تشيتشارون، البيض المقلي، موز الجنة، نقانق شوريزو، AREPA، صلصة هوجاو، بودنغ الأسود، الأفوكادو والليمون.",Food,4,train
33493,"بانديجا بايزا | المكونات الرئيسية | ""الفاصوليا الحمراء، بطن لحم الخنزير، الأرز الأبيض، اللحم المفروم، تشيتشارون، البيض المقلي، موز الجنة، نقانق شوريزو، الأريبا، صلصة هوجاو، بودنغ الأسود، الأفوكادو والليمون"" && صينية البيزا | المنطقة | منطقة بايزا && صينية البيزا | المكون | نقانق شوريزو ​​&& صينية البيزا | بلد | المطبخ الكولومبي","بانديجا بايزا من منطقة بايزا كولومبيا. المكونات الرئيسية هي: الفاصوليا الحمراء، بطن لحم الخنزير، الأرز الأبيض، اللحم المفروم، تشيتشارون، البيض المقلي، موز الجنة، نقانق شوريزو، arepa، صلصة هوجاو، بودنغ الأسود، الأفوكادو والليمون.",Food,4,train
33496,كيك بارني | بلد | فرنسا && فرنسا | لغة | اللغة الفرنسية && فرنسا | قائد | كلود بارتولون && فرنسا | قائد | مانويل فال,يمكن العثور على كيك بارني في فرنسا الذين يقوم قادتهم كلود بارتولون ومانويل فالز. يتحدث الفرنسية هناك.,Food,4,train
33498,كيك بارني | بلد | فرنسا && فرنسا | لغة | اللغة الفرنسية && فرنسا | قائد | François Hollande && فرنسا | قائد | كلود بارتولون,تأتي كيك بارني من فرنسا حيث يتم التحدث باللغة الفرنسية و François Hollande و / أو كلود بارتولون هي القائد.,Food,4,train
33501,كيك بارني | بلد | فرنسا && فرنسا | لغة | اللغة الفرنسية && فرنسا | قائد | François Hollande && فرنسا | قائد | مانويل فال,يمكن العثور على كيك بارني في فرنسا حيث يتحدثون الفرنسية. إما François Hollande أو مانويل فالز هو زعيم فرنسا.,Food,4,train
33504,كيك بارني | بلد | فرنسا && فرنسا | لغة | اللغة الفرنسية && فرنسا | قائد | جيرارد لارشيه && فرنسا | قائد | كلود بارتولون,يتم التحدث باللغة الفرنسية في فرنسا حيث تم العثور على كيك بارني والقادة هم جيرارد لارشيه وكلود بارتولون.,Food,4,train
33507,كيك بارني | بلد | فرنسا && فرنسا | لغة | اللغة الفرنسية && فرنسا | قائد | جيرارد لارشيه && فرنسا | قائد | مانويل فال,يمكن العثور على كيك بارني في فرنسا حيث يتم التحدث باللغة الفرنسية وتشمل القادة جيرارد لارشيه ومانويل فالز.,Food,4,train
33510,كيك بارني | نوع من الطعام | آبل && بارني كيك | البروتين | 1.8 جم && بارني كيك | الكربوهيدرات | 18.0 ج && كيك بارني | الدهون | 4.8 ج,"يمكن صنع كيك بارني مع التفاح. أنها تحتوي على 1.8 غرام من البروتين، 4.8 غرام من الدهون و 18 غراما من الكربوهيدرات.",Food,4,train
33512,كيك بارني | نوع من الطعام | الشوكولاته && بارني كيك | البروتين | 1.8 جم && بارني كيك | الكربوهيدرات | 18.0 ج && كيك بارني | الدهون | 4.8 ج,"كيك بارني يمكن أن تكون بنكهة الشوكولاته. أنه يحتوي على 1.8 غرام من البروتين، 18 غراما من الكربوهيدرات و 4.8 غرام من الدهون.",Food,4,train
33514,كيك بارني | نوع من الطعام | الحليب && بارني كيك | البروتين | 1.8 جم && بارني كيك | الدهون | 4.8 غرام && بارني كيك | الكربوهيدرات | 18.0 ج,"يمكن أن تشمل كيك بارني حليب ويحتوي على 1.8 غرام من البروتين، 4.8 غرام من الدهون و 18.0 غرام من الكربوهيدرات.",Food,4,train
33517,كيك بارني | نوع من الطعام | الفراولة && بارني كيك | البروتين | 1.8 جم && بارني كيك | الدهون | 4.8 غرام && بارني كيك | الكربوهيدرات | 18.0 ج,"واحدة من اختلافات الكيك بارني هي نكهة الفراولة. أنها تحتوي على 1.8 غرام من البروتين، 4.8 غرام من الدهون و 18 غراما من الكربوهيدرات.",Food,4,train
33520,بتاجور | بلد | اندونيسيا && بتاجور | نوع من الطعام | سيومي && شوماي | المكون | شيتاكي && بتاجور | نوع من الطعام | شوماي,طبق بتاجور الأندونيسي يأتي من بلد إندونيسيا. إنه اختلاف في سيومي وشوماي (بما في ذلك الفطر شيتاكي).,Food,4,train
33522,بتاجور | بلد | اندونيسيا && بتاجور | نوع من الطعام | سيومي && سيومي | نوع من الطعام | شوماي && سيومي | المكون | صلصة الفستق,"تم العثور على طبق بتاجور الأندونيسي في إندونيسيا، إنه اختلاف على طبق سيومي / شوماي ويشمل صلصة الفول السوداني.",Food,4,train
33525,بتاجور | بلد | اندونيسيا && بتاجور | نوع من الطعام | سيومي && سيومي | المكون | صلصة الفول السوداني && طبق بتاجور الأندونيسي | نوع من الطعام | شوماي,طبق بتاجور الأندونيسي (من إندونيسيا) شوماي و سيومي هي اختلافات في نفس الطبق. مكون من سيومي صلصة الفول السوداني.,Food,4,train
33527,"بتاجور | بلد | اندونيسيا && بتاجور | المكون | صلصة الفول السوداني && طبق بتاجور الأندونيسي | نوع من الطعام | شوماي && بتاجور | المكونات الرئيسية | ""زلابية السمك المقلية مع التوفو والخضروات في صلصة الفول السوداني""","طبق بتاجور الأندونيسي، اختلاف شوماي، يأتي من بلد إندونيسيا، وهو يتألف من زلابية السمك المقلية مع التوفو والخضروات في صلصة الفول السوداني.",Food,4,train
33530,"بتاجور | بلد | اندونيسيا && بتاجور | المكون | صلصة الفول السوداني && طبق بتاجور الأندونيسي | المكونات الرئيسية | ""زلابية السمك المقلي مع التوفو والخضروات في صلصة الفول السوداني"" && طبق بتاجور الأندونيسي | درجة حرارة التقديم | ""الحار""","طبق بتاجور الأندونيسي يأتي من بلد إندونيسيا. وهي مصنوعة باستخدام زلابية الأسماك المقلية مع التوفو والخضروات في صلصة الفول السوداني وينبغي أن تخدم ""حار"".",Food,4,train
33532,بتاجور | بلد | اندونيسيا && شوماي | نوع من الطعام | سيومي && طبق بتاجور الأندونيسي | المكون | صلصة الفول السوداني && طبق بتاجور الأندونيسي | نوع من الطعام | شوماي,يحتوي طبق بتاجور الأندونيسي على صلصة الفول السوداني ويوجد في بلد إندونيسيا. شوماي و سيومي هي اختلافات على الطبق.,Food,4,train
33535,بتاجور | بلد | اندونيسيا && سيومي | المكون | صلصة الفول السوداني && شوماي | نوع من الطعام | سيومي && طبق بتاجور الأندونيسي | نوع من الطعام | شوماي,"طبق بتاجور الأندونيسي هو طعام ينشأ من إندونيسيا. اختلافاتها هي شوماي و سيومي، والتي تحتوي على صلصة الفول السوداني بين مكوناتها.",Food,4,train
33536,بتاجور | نوع من الطعام | سيومي && سيومي | نوع من الطعام | شوماي && شوماي | المكون | شيتاكي && شوماي | بلد | الصين,"طبق بتاجور الأندونيسي هو اختلاف طبق سيومي، وكذلك الطبق الصيني شوماي الذي يشمل شيتاكي.",Food,4,train
33538,بتاجور | المكون | صلصة الفول السوداني && طبق بتاجور الأندونيسي | نوع من الطعام | شوماي && بتاجور | نوع من الطعام | سيومي && طبق بتاجور الأندونيسي | بلد | إندونيسيا,"صلصة الفول السوداني هي عنصر البتاجور. طبق بتاجور الأندونيسي (الموجودة في إندونيسيا)، شوماي، و سيومي، هي اختلافات في نفس الطبق.",Food,4,train
33540,"طبق باتشوي | بلد | الفلبين && طبق باتشوي | وجبة | حساء && طبق باتشوي | المكونات الرئيسية | ""الشعرية، أعضاء لحم الخنزير، الخضروات، الدجاج، القريدس، لحم البقر"" && طبق باتشوي | المكون | لحم بقري",طبق باتشوي هو حساء يؤكل في الفلبين. المكونات الرئيسية من طبق باتشوي هي المعكرونة والأجهزة الخزفية والخضروات والدجاج والقريدس ولحم البقر.,Food,4,train
33543,"طبق باتشوي | بلد | الفلبين && طبق باتشوي | وجبة | حساء && طبق باتشوي | المكونات الرئيسية | ""الشعرية، أعضاء لحم الخنزير، الخضروات، الدجاج، القريدس، لحم البقر"" && طبق باتشوي | المكون | المعكرونة",ينشأ طبق باتشويا من الفلبين ويقدم كحساء. مكوناتها الرئيسية هي المعكرونة وأجهزة لحم الخنزير والخضروات والدجاج والقريدس ولحم البقر.,Food,4,train
33546,"طبق باتشوي | بلد | الفلبين && طبق باتشوي | وجبة | حساء && طبق باتشوي | المكونات الرئيسية | ""الشعرية، أعضاء لحم الخنزير، الخضروات، الدجاج، القريدس، لحم البقر"" && طبق باتشوي | المكون | قريدس",يتم تقديم طبق باتشوي كطبع حساء في الفلبين. مكوناتها الرئيسية هي المعكرونة وأجهزة لحم الخنزير والخضروات والدجاج والقريدس ولحم البقر.,Food,4,train
33549,"طبق باتشوي | بلد | الفلبين && طبق باتشوي | المكونات الرئيسية | ""الشعرية، أعضاء لحم الخنزير، الخضروات، الدجاج، القريدس، لحم البقر"" && طبق باتشوي | المكون | لحم البقر && طبق باتشوي | المنطقة | لا باز، مدينة إيلويلو","بنجوي نشأ من منطقة لا باز، مدينة إيلويلو، الفلبين. المكونات الرئيسية هي المعكرونة وأجهزة لحم الخنزير والخضروات والدجاج والقريدس ولحم البقر.",Food,4,train
33552,"طبق باتشوي | بلد | الفلبين && طبق باتشوي | المكونات الرئيسية | ""الشعرية، أعضاء لحم الخنزير، الخضروات، الدجاج، القريدس، لحم البقر"" && طبق باتشوي | المكون | نودل && باجر المنطقة | لا باز، مدينة إيلويلو","المكونات الرئيسية من طبق باتشوي، والتي هي من الفلبين، هي المعكرونة، أعضاء لحم الخنزير، الخضروات والدجاج والقريدس ولحم البقر. بنجوي نشأت من منطقة لا باز، مدينة إيلويلو.",Food,4,train
33555,"طبق باتشوي | بلد | الفلبين && طبق باتشوي | المكونات الرئيسية | ""الشعرية، أعضاء لحم الخنزير، الخضروات، الدجاج، القريدس، لحم البقر"" && طبق باتشوي | المكون | لحم الخنزير && طبق باتشوي | المنطقة | لا باز، مدينة إيلويلو","La Paz، مدينة إيلويلو، الفلبين هي موطن طبق باتشوي. المكونات الرئيسية من طبق باتشوي هي المعكرونة وأجهزة لحم الخنزير والخضروات والدجاج والقريدس ولحم البقر.",Food,4,train
33557,"طبق باتشوي | بلد | الفلبين && طبق باتشوي | المكونات الرئيسية | ""الشعرية، أعضاء لحم الخنزير، الخضروات، الدجاج، القريدس، لحم البقر"" && طبق باتشوي | المكون | القريدس & طبق باتشوي | المنطقة | لا باز، مدينة إيلويلو","يؤكل طبق باتشوي، من La Paz، Iloilo City، في الفلبين والمكونات هي المعكرونة وأجهزة لحم الخنزير والخضروات والدجاج والقريدس ولحم البقر.",Food,4,train
